domain,creation_date,expiration_date,lifespan,creation_year,registrar,nameserver1,nameserver2,nameserver3
donmaxhd.com,01-01-2024,01-01-2026,2.0,2024.0,,,,
donut-hole-bakery-and-cafe.goto-where.com,12-03-2025,12-03-2026,1.0,2025.0,,,,
donut0331.minigame.com,20-03-2000,20-03-2034,34.0,2000.0,,,,
donvoip.com,25-09-2018,25-09-2025,7.0,2018.0,,,,
doogal.co.uk,22-07-2000,22-07-2027,27.0,2000.0,,,,
doordash.worthepenny.com,10-02-2020,10-02-2026,6.0,2020.0,,,,
doraemon.co.in,07-09-2019,07-09-2025,6.0,2019.0,,,,
doriturnerinteriors.com,25-07-2021,25-07-2026,5.0,2021.0,,,,
dorncharterschool.org,24-06-2013,24-06-2026,13.0,2013.0,"GoDaddy.com, LLC",ns07.domaincontrol.com,ns08.domaincontrol.com,
dorsetview.co.uk,10-04-2020,10-04-2026,6.0,2020.0,,,,
dosi.com,25-11-1996,24-11-2026,30.0,1996.0,,,,
dositey.com,09-12-1997,08-12-2025,28.0,1997.0,,,,
dossier.co.uk,23-02-2004,23-02-2026,22.0,2004.0,,,,
dot.sdppx.top,01-11-2024,01-11-2025,1.0,2024.0,,,,
dotax.com,14-12-1998,13-12-2026,28.0,1998.0,,,,
doublehype.com,30-08-2017,30-08-2025,8.0,2017.0,,,,
doubleoandcompany.com,27-12-2022,27-12-2025,3.0,2022.0,,,,
doublepumpgame.com,14-10-2024,14-10-2025,1.0,2024.0,Alibaba Cloud Computing Ltd. d/b/a HiChina (www.net.cn),DNS11.HICHINA.COM,DNS12.HICHINA.COM,
doublet973.com,19-06-2014,19-06-2026,12.0,2014.0,"Network Solutions, LLC",NS35.WORLDNIC.COM,NS36.WORLDNIC.COM,
dougcokerconstruction.com,07-12-2001,07-12-2029,28.0,2001.0,,,,
dough-depot.cafe-encore.com,25-08-2024,25-08-2025,1.0,2024.0,,,,
doughwhisperer.com,12-12-2024,12-12-2025,1.0,2024.0,,,,
doulike.com,16-03-2005,16-03-2026,21.0,2005.0,,,,
downbeach.com,25-09-2009,25-09-2025,16.0,2009.0,,,,
downdector.com,13-01-2014,13-01-2028,14.0,2014.0,,,,
downdetector.co.uk,02-03-2013,02-03-2026,13.0,2013.0,"CSC Corporate Domains, Inc [Tag = CSC-CORP-DOMAINS]",jean.ns.cloudflare.com,pete.ns.cloudflare.com,
downdetector.com,18-02-2013,18-02-2028,15.0,2013.0,,,,
download.piclabo.xyz,15-03-2023,15-03-2026,3.0,2023.0,,,,
downloadming.life,07-06-2024,07-06-2026,2.0,2024.0,,,,
downloadthesefiles.com,31-07-2013,31-07-2025,12.0,2013.0,,,,
downsizegeek.com,31-01-2023,31-01-2026,3.0,2023.0,,,,
downundertreats.com,12-03-2024,12-03-2027,3.0,2024.0,,,,
doyouremember.com,11-05-1996,12-05-2028,32.0,1996.0,,,,
dp-womenbasket.com,06-01-2016,06-01-2027,11.0,2016.0,,,,
dppt.mytoy.tv,08-10-2022,08-10-2025,3.0,2022.0,,,,
dqfamfeedback.com,17-10-2017,17-10-2025,8.0,2017.0,,,,
dragon-ball-tap-battle.uptodown.com,20-12-2002,24-06-2033,30.0,2002.0,,,,
dragon-city-buffet.menu-buzz.com,03-01-2025,03-01-2026,1.0,2025.0,,,,
dragonemprendedor.com,01-11-2018,01-11-2025,7.0,2018.0,,,,
drakespetplace.com,13-07-2022,13-07-2026,4.0,2022.0,,,,
drama.theviralapps.com,05-07-2024,05-07-2026,2.0,2024.0,,,,
drama.ytboom.com,02-07-2025,02-07-2026,1.0,2025.0,NAMECHEAP INC,ELISABETH.NS.CLOUDFLARE.COM,STERLING.NS.CLOUDFLARE.COM,
dramacool.net,18-03-2014,18-03-2026,12.0,2014.0,,,,
dramuzuherbalclinic.com,15-12-2020,15-12-2025,5.0,2020.0,,,,
dratune.com,18-01-2025,18-01-2026,1.0,2025.0,,,,
drawcraftcreate.com,16-06-2024,16-06-2026,2.0,2024.0,,,,
drawdb.io,11-04-2024,11-04-2026,2.0,2024.0,,,,
drbrahma.com,09-04-2016,09-04-2026,10.0,2016.0,,,,
drchatgyi.com,31-08-2010,31-08-2026,16.0,2010.0,,,,
drdavinahseats.com,01-11-2017,01-11-2025,8.0,2017.0,,,,
dream-league-soccer-classic.en.download.it,20-07-1998,07-03-2026,27.0,1998.0,,,,
dreamefinance-a.raidux.site,04-02-2025,04-02-2026,1.0,2025.0,,,,
dreamflower.site,24-07-2025,,,2025.0,"Go Daddy, LLC",BRAD.NS.CLOUDFLARE.COM,KIRA.NS.CLOUDFLARE.COM,
dreamhorse.com,13-03-1997,14-03-2028,31.0,1997.0,,,,
dreamingartsus.com,22-02-2024,22-02-2026,2.0,2024.0,,,,
dreamingofusblog.com,02-12-2022,02-12-2025,3.0,2022.0,,,,
dreamkitsapp.com,04-09-2023,04-09-2026,3.0,2023.0,Realtime Register B.V.,NS1.DNS-PARKING.COM,NS2.DNS-PARKING.COM,
dreamlandsdesign.com,19-08-2016,19-08-2025,9.0,2016.0,,,,
dreammoods.com,10-02-2000,10-02-2030,30.0,2000.0,,,,
dreamshardgames.com,29-04-2025,29-04-2026,1.0,2025.0,,,,
dreamyhomestyle.com,10-04-2023,10-04-2026,3.0,2023.0,,,,
dremelmicro.com,17-02-2019,17-02-2026,7.0,2019.0,,,,
drfuturo.com,13-12-2023,13-12-2026,3.0,2023.0,,,,
drhomegyi.com,28-06-2020,28-06-2025,5.0,2020.0,,,,
drikpanchang.com,15-07-2010,15-07-2026,16.0,2010.0,,,,
drillyourownwell.com,03-07-2007,03-07-2025,18.0,2007.0,,,,
drinklmnt.worthepenny.com,10-02-2020,10-02-2026,6.0,2020.0,,,,
drive-m.buyautos.site,05-08-2020,,,2020.0,,,,
drive.iflixmovieku.com,28-04-2023,28-04-2026,3.0,2023.0,,,,
drivenlisten.com,10-03-2021,10-03-2026,5.0,2021.0,"GoDaddy.com, LLC",NS1.LINODE.COM,NS2.LINODE.COM,NS3.LINODE.COM
drivepedia.com,03-09-2015,03-09-2025,10.0,2015.0,,,,
driver-start.com,18-01-2015,18-01-2026,11.0,2015.0,,,,
driverightroadtest.com,19-05-2005,19-05-2027,22.0,2005.0,,,,
driverpack-solution-online.en.softonic.com,28-01-2000,28-01-2029,29.0,2000.0,,,,
driversadviser.com,03-11-2023,03-11-2025,2.0,2023.0,,,,
driversprep.com,17-06-2007,17-06-2028,21.0,2007.0,,,,
drivesafetlyinnassau.com,11-02-2010,11-02-2026,16.0,2010.0,,,,
drivetank.com,24-06-2016,24-06-2026,10.0,2016.0,,,,
drivewaydreams.com,18-11-2024,18-11-2025,1.0,2024.0,"GoDaddy.com, LLC",NS63.DOMAINCONTROL.COM,NS64.DOMAINCONTROL.COM,
driving-test-centre.com,22-05-2016,22-05-2026,10.0,2016.0,,,,
driving-test-pro.com,14-06-2023,14-06-2026,3.0,2023.0,,,,
driving-tests.org,25-10-2010,25-10-2025,15.0,2010.0,,,,
driving.ca,08-11-2000,01-12-2025,25.0,2000.0,,,,
drivingtestnsw.com,12-07-2015,12-07-2026,11.0,2015.0,DYNADOT LLC,NS1.SITEGROUND.NET,NS2.SITEGROUND.NET,
drivingtestwa.com,07-03-2016,07-03-2026,10.0,2016.0,DYNADOT LLC,NS1.SITEGROUND.NET,NS2.SITEGROUND.NET,
drivinvibin.com,05-05-2015,05-05-2029,14.0,2015.0,,,,
drizvak.com,18-01-2025,18-01-2026,1.0,2025.0,"GoDaddy.com, LLC",GENE.NS.CLOUDFLARE.COM,MARK.NS.CLOUDFLARE.COM,
drloriv.com,12-10-2000,12-10-2030,30.0,2000.0,,,,
drmlspgcollege.com,22-07-2025,22-07-2026,1.0,2025.0,DREAMHOST,ALLA.NS.CLOUDFLARE.COM,RUDY.NS.CLOUDFLARE.COM,
droid-life.com,17-11-2009,17-11-2028,19.0,2009.0,"GoDaddy.com, LLC",NICOLE.NS.CLOUDFLARE.COM,OWEN.NS.CLOUDFLARE.COM,
droidrant.com,14-12-2019,14-12-2026,7.0,2019.0,"TUCOWS, INC.",KINSLEY.NS.CLOUDFLARE.COM,NOAH.NS.CLOUDFLARE.COM,
droit-finances.commentcamarche.com,09-07-2001,09-07-2026,25.0,2001.0,SafeBrands SAS,A1-165.AKAM.NET,A13-64.AKAM.NET,A14-66.AKAM.NET
dronebrands.org,18-06-2021,18-06-2026,5.0,2021.0,,,,
dropbymyhouse.com,31-03-2021,31-03-2026,5.0,2021.0,,,,
drpeepers.com,22-11-2002,22-11-2025,23.0,2002.0,,,,
drpeterromer.com,25-04-2023,25-04-2026,3.0,2023.0,,,,
drpsychlogy.com,22-10-2024,22-10-2026,2.0,2024.0,,,,
drpsychological.com,03-06-2020,03-06-2026,6.0,2020.0,,,,
drracheleidelman.com,19-11-2010,19-11-2025,15.0,2010.0,,,,
drrs.site,07-03-2025,07-03-2026,1.0,2025.0,,,,
drsafakaktar.com,08-04-2024,08-04-2026,2.0,2024.0,,,,
drsobia.com,01-05-2017,01-05-2026,9.0,2017.0,"NameSilo, LLC",NS1.DNS-PARKING.COM,NS2.DNS-PARKING.COM,
drugs.com,18-12-1998,18-12-2026,28.0,1998.0,,,,
drukshopping.com,30-08-2017,30-08-2025,8.0,2017.0,,,,
drummondhouseplans.com,25-11-2004,25-11-2027,23.0,2004.0,,,,
drumonix.com,18-01-2025,18-01-2026,1.0,2025.0,,,,
dryasserolivares.com,29-10-2018,29-10-2025,7.0,2018.0,,,,
dryerenthusiast.com,22-09-2023,22-09-2025,2.0,2023.0,,,,
ds3.icusocial.com,11-09-2023,11-09-2026,3.0,2023.0,"NameCheap, Inc.",DEB.NS.CLOUDFLARE.COM,LEO.NS.CLOUDFLARE.COM,
ds4-windows.com,25-05-2021,25-05-2026,5.0,2021.0,"Sav.com, LLC",ALEX.NS.CLOUDFLARE.COM,TANI.NS.CLOUDFLARE.COM,
ds4.icusocial.com,11-09-2023,11-09-2026,3.0,2023.0,"NameCheap, Inc.",DEB.NS.CLOUDFLARE.COM,LEO.NS.CLOUDFLARE.COM,
dsbrowser.atmegame.com,16-03-2015,16-03-2026,11.0,2015.0,,,,
dse00.com,24-01-2016,24-01-2026,10.0,2016.0,"GoDaddy.com, LLC",NS33.DOMAINCONTROL.COM,NS34.DOMAINCONTROL.COM,
dub.laidbackgame.com,04-12-2024,04-12-2025,1.0,2024.0,,,,
dubaidutyfreecareers.com,13-06-2006,13-06-2026,20.0,2006.0,,,,
dubinweb.com,15-09-1998,14-09-2029,31.0,1998.0,,,,
dublinpublictransport.ie,05-10-2018,05-10-2025,7.0,2018.0,,,,
dublinranch.com,01-02-2002,01-02-2026,24.0,2002.0,,,,
ducs.in,28-04-2025,28-04-2026,1.0,2025.0,,,,
dudejainterconnect.com,24-08-2021,24-08-2025,4.0,2021.0,,,,
dudleynews.co.uk,11-08-2000,11-08-2026,26.0,2000.0,Newsquest Media Group Limited [Tag = NEWSCOMM],ns1-09.azure-dns.com,ns2-09.azure-dns.net,ns3-09.azure-dns.org
duerdensappliance.com,17-02-2009,17-02-2026,17.0,2009.0,,,,
dukabayresort.com,08-04-2014,08-04-2030,16.0,2014.0,,,,
dukesandduchesses.com,08-03-2012,08-03-2026,14.0,2012.0,,,,
dulcets.site,03-08-2025,,,2025.0,"Go Daddy, LLC",BRAD.NS.CLOUDFLARE.COM,KIRA.NS.CLOUDFLARE.COM,
dulichbangladesh.info,08-07-2024,08-07-2025,1.0,2024.0,,,,
dumpor.io,16-09-2024,16-09-2025,1.0,2024.0,,,,
dumpr.com,27-06-2015,27-06-2026,11.0,2015.0,,,,
dundalkeagle.com,06-03-1998,05-03-2026,28.0,1998.0,,,,
dunhilltuxedo.com,06-12-1999,06-12-2025,26.0,1999.0,,,,
dunkindonuts-menu.com,09-08-2024,09-08-2025,1.0,2024.0,,,,
duolingo.com,26-01-2010,26-01-2026,16.0,2010.0,"Amazon Registrar, Inc.",NS-1020.AWSDNS-63.NET,NS-1117.AWSDNS-11.ORG,NS-1904.AWSDNS-46.CO.UK
duplichecker.com,19-06-2007,19-06-2032,25.0,2007.0,"GoDaddy.com, LLC",SCOTT.NS.CLOUDFLARE.COM,ZITA.NS.CLOUDFLARE.COM,
durangohotspringsresortandspa.worthepenny.com,10-02-2020,10-02-2026,6.0,2020.0,,,,
durantgrandtheater.com,25-10-2016,25-10-2025,9.0,2016.0,,,,
dustyoldthing.com,07-04-2011,07-04-2026,15.0,2011.0,,,,
dutchcrafter.com,04-03-2011,04-03-2026,15.0,2011.0,,,,
dutchmanstirewarehouse.com,24-03-2011,24-03-2026,15.0,2011.0,,,,
dutrag.com,08-08-2021,08-08-2025,4.0,2021.0,,,,
dutyfreeonarrival.com,30-07-2008,30-07-2025,17.0,2008.0,,,,
dvdmoviemenus.com,03-03-2010,03-03-2026,16.0,2010.0,,,,
dwarf.capital,09-06-2024,09-06-2026,2.0,2024.0,,,,
dwellect.com,06-07-2024,06-07-2026,2.0,2024.0,,,,
dxgtb.blossom-up.com,29-11-2023,29-11-2025,2.0,2023.0,,,,
dynaglogrill.com,08-10-2018,08-10-2027,9.0,2018.0,,,,
dynamicdishes.com,04-06-2021,04-06-2026,5.0,2021.0,,,,
dynamicpapers.com,22-09-2015,22-09-2026,11.0,2015.0,Bluehost Inc.,CLINT.NS.CLOUDFLARE.COM,DAWN.NS.CLOUDFLARE.COM,
dynamonsworld.com,23-09-2022,23-09-2025,3.0,2022.0,,,,
e-radiography.net,21-05-2002,21-05-2026,24.0,2002.0,,,,
e-reading.ws,24-04-2025,24-04-2026,1.0,2025.0,,,,
e-rs.tistory.com,01-10-2005,01-10-2025,20.0,2005.0,,,,
e-yearbook.com,10-09-2005,10-09-2033,28.0,2005.0,,,,
e.radio-uk.co.uk,14-09-2017,14-09-2025,8.0,2017.0,,,,
e.vnexpress.net,15-08-2000,15-08-2034,34.0,2000.0,,,,
e01wa.budgetbites.net,21-03-2023,21-03-2026,3.0,2023.0,,,,
e250a8b92c9f4e1391b89e5b19cef335.ofimanagement.com,30-08-2015,30-08-2025,10.0,2015.0,,,,
e85prices.com,07-07-2005,15-12-2025,20.0,2005.0,,,,
eac.org,29-11-1999,29-11-2025,26.0,1999.0,,,,
eacar.xyz,17-06-2024,17-06-2027,3.0,2024.0,,,,
eadhar.com,11-01-2013,11-01-2026,13.0,2013.0,,,,
eadmais.online,13-06-2022,13-06-2026,4.0,2022.0,,,,
eadt.co.uk,01-08-1996,14-07-2026,29.0,1996.0,Gandi [Tag = GANDI],ns1-06.azure-dns.com,ns2-06.azure-dns.net,ns3-06.azure-dns.org
eafinder.com,01-09-2018,01-09-2025,7.0,2018.0,PDR Ltd. d/b/a PublicDomainRegistry.com,JAKE.NS.CLOUDFLARE.COM,RAFE.NS.CLOUDFLARE.COM,
eagle1023fm.com,18-04-2017,18-04-2026,9.0,2017.0,,,,
earlybirdpublishing.com,23-07-2018,23-07-2026,8.0,2018.0,,,,
earnadmob.com,18-04-2020,18-04-2026,6.0,2020.0,,,,
earnhaus.com,26-03-2021,26-03-2026,5.0,2021.0,,,,
earningtips.net,23-07-2023,23-07-2027,4.0,2023.0,,,,
earth.com,05-06-1994,04-06-2031,37.0,1994.0,,,,
earthclinic.com,19-11-1999,19-11-2027,28.0,1999.0,,,,
earthfoodandfire.com,02-03-2016,02-03-2026,10.0,2016.0,,,,
earthgame.online,08-11-2024,08-11-2025,1.0,2024.0,"DNSPod, Inc.",IVAN.NS.CLOUDFLARE.COM,DOLLY.NS.CLOUDFLARE.COM,
earthnewsportal.com,27-11-2023,27-11-2025,2.0,2023.0,,,,
earthtv.com,24-10-1997,23-10-2025,28.0,1997.0,,,,
ease.readnovelnow.com,18-02-2025,18-02-2026,1.0,2025.0,,,,
easeuse.com,15-07-2013,15-07-2028,15.0,2013.0,,,,
easilycooked.com,03-02-2024,03-02-2026,2.0,2024.0,,,,
easilyfixit.com,01-12-2020,01-12-2025,5.0,2020.0,,,,
eastbay-inc.com,26-03-2024,26-03-2026,2.0,2024.0,,,,
eastbaytimes.com,30-10-2003,30-10-2025,22.0,2003.0,,,,
eastcoasttraveller.com,28-06-2021,28-06-2025,4.0,2021.0,,,,
eastendcf.org,20-07-2012,20-07-2025,13.0,2012.0,,,,
easternnewmexiconews.com,11-11-2016,11-11-2025,9.0,2016.0,,,,
eastforkgrowing.com,29-02-2024,28-02-2026,2.0,2024.0,,,,
eastlothiancourier.com,24-05-2000,24-05-2026,26.0,2000.0,"ENOM, INC.",NS1-08.AZURE-DNS.COM,NS2-08.AZURE-DNS.NET,NS3-08.AZURE-DNS.ORG
eastofchicago.worthepenny.com,10-02-2020,10-02-2026,6.0,2020.0,,,,
eastorient.goto-restaurants.com,17-10-2024,17-10-2025,1.0,2024.0,"NameCheap, Inc.",COREY.NS.CLOUDFLARE.COM,KAY.NS.CLOUDFLARE.COM,
eastpenn-deka.com,11-09-1996,10-09-2025,29.0,1996.0,,,,
eastwood.com,23-02-1995,24-02-2030,35.0,1995.0,,,,
easy-and-delicious-recipes.arbweb.info,24-04-2021,24-04-2026,5.0,2021.0,,,,
easy-recipes.astucesmaisonjardinage.com,22-06-2020,22-06-2026,6.0,2020.0,,,,
easy-search.net,22-07-2024,22-07-2026,2.0,2024.0,,,,
easy-tips.tafatohe.com,23-01-2019,23-01-2026,7.0,2019.0,,,,
easy.artimbarc.com,02-07-2023,02-07-2026,3.0,2023.0,,,,
easy.bbuding.com,18-11-2023,18-11-2025,2.0,2023.0,,,,
easy.freewarecn.com,17-06-2022,17-06-2026,4.0,2022.0,"NameCheap, Inc.",DNS1.REGISTRAR-SERVERS.COM,DNS2.REGISTRAR-SERVERS.COM,
easy.recipe23.online,09-08-2024,09-08-2026,2.0,2024.0,,,,
easy.wallrecipes.com,01-02-2025,01-02-2027,2.0,2025.0,,,,
easyarabamerica.com,22-11-2021,22-11-2025,4.0,2021.0,,,,
easybey.com,15-09-2020,15-09-2025,5.0,2020.0,,,,
easycleancook.com,22-11-2024,22-11-2025,1.0,2024.0,,,,
easycraftspatterns.com,04-01-2024,04-01-2026,2.0,2024.0,PDR Ltd. d/b/a PublicDomainRegistry.com,MEILING.NS.CLOUDFLARE.COM,MIGUEL.NS.CLOUDFLARE.COM,
easycrochet.com,08-05-2004,08-05-2029,25.0,2004.0,,,,
easydelice.net,07-04-2021,07-04-2027,6.0,2021.0,NAMECHEAP INC,NS1045.UI-DNS.BIZ,NS1045.UI-DNS.COM,NS1045.UI-DNS.DE
easydetoxrecipes.com,28-05-2025,28-05-2026,1.0,2025.0,,,,
easyelimu.com,24-06-2016,24-06-2026,10.0,2016.0,NAMECHEAP INC,NS1.DIGITALOCEAN.COM,NS2.DIGITALOCEAN.COM,NS3.DIGITALOCEAN.COM
easyextradollar.com,02-02-2023,02-02-2026,3.0,2023.0,,,,
easyfood.espaceinfo7.com,04-04-2019,04-04-2026,7.0,2019.0,"GoDaddy.com, LLC",ARTEMIS.DNS-PARKING.COM,HERMES.DNS-PARKING.COM,
easyfoodguide.com,18-01-2022,18-01-2026,4.0,2022.0,,,,
easygymrecipes.com,20-12-2024,20-12-2026,2.0,2024.0,,,,
easyinstantrecipes.com,31-01-2022,31-01-2026,4.0,2022.0,,,,
easyjobalerts.com,18-10-2019,18-10-2026,7.0,2019.0,,,,
easylife-club.com,31-05-2017,31-05-2026,9.0,2017.0,,,,
easymadeeats.com,18-03-2025,18-03-2026,1.0,2025.0,,,,
easynjoy.com,23-07-2024,23-07-2025,1.0,2024.0,,,,
easyocrconverter.com,13-04-2022,13-04-2026,4.0,2022.0,,,,
easypassoh.com,13-06-2016,13-06-2026,10.0,2016.0,,,,
easypeasy-lemonsqueezy.co.uk,26-03-2015,26-03-2030,15.0,2015.0,UK2 Limited [Tag = UK2NET],dns1.uk2.net,dns2.uk2.net,dns3.uk2.net
easypeasyfoodie.com,13-05-2015,13-05-2026,11.0,2015.0,"ENOM, INC.",JOYCE.NS.CLOUDFLARE.COM,MATTEO.NS.CLOUDFLARE.COM,
easyposturebrands.com,22-06-2015,22-06-2026,11.0,2015.0,,,,
easyquickeats.com,12-03-2025,12-03-2026,1.0,2025.0,IONOS SE,NS1.DNS-PARKING.COM,NS2.DNS-PARKING.COM,
easyrecipes.news,22-12-2024,22-12-2025,1.0,2024.0,,,,
easyrecipesfromhome.com,20-08-2022,20-08-2025,3.0,2022.0,,,,
easyrecipesidea.com,22-05-2025,22-05-2026,1.0,2025.0,,,,
easyrecipeslife.com,22-02-2023,22-02-2026,3.0,2023.0,,,,
easysalads.com,19-11-2003,19-11-2025,22.0,2003.0,,,,
easysavory.com,23-10-2024,23-10-2025,1.0,2024.0,,,,
easyshrimprecipes.com,16-03-2024,16-03-2026,2.0,2024.0,,,,
easysweetmeal.com,20-11-2019,20-11-2025,6.0,2019.0,,,,
easytechsolver.com,30-11-2023,30-11-2025,2.0,2023.0,,,,
easyweeknightrecipes.com,13-12-2016,13-12-2026,10.0,2016.0,,,,
easyworldrecipes.com,23-06-2024,23-06-2025,1.0,2024.0,,,,
eatbeautiful.net,27-06-2013,27-06-2025,12.0,2013.0,,,,
eatchinagarden.com,29-03-2018,29-03-2026,8.0,2018.0,,,,
eatchinakitchen.com,16-03-2018,16-03-2026,8.0,2018.0,,,,
eatcuredmeat.com,31-10-2018,31-10-2025,7.0,2018.0,,,,
eatdessertsnack.com,20-08-2017,20-08-2025,8.0,2017.0,,,,
eatdrinkdeals.com,16-08-2006,16-08-2025,19.0,2006.0,,,,
eatfinefood.com,09-11-2024,09-11-2026,2.0,2024.0,Name SRS AB,NS1.DNS-PARKING.COM,NS2.DNS-PARKING.COM,
eatingbyelaine.com,06-07-2012,06-07-2026,14.0,2012.0,"TUCOWS, INC.",CAMILO.NS.CLOUDFLARE.COM,ELLE.NS.CLOUDFLARE.COM,
eatingrichly.com,07-01-2011,07-01-2029,18.0,2011.0,,,,
eatingwell.com,01-01-1997,31-12-2025,29.0,1997.0,,,,
eatlahacienda.com,08-10-2013,08-10-2025,12.0,2013.0,,,,
eatlikepinoy.com,23-08-2019,23-08-2026,7.0,2019.0,,,,
eatmonterreys.com,31-03-2012,31-03-2026,14.0,2012.0,IONOS SE,NS1049.UI-DNS.BIZ,NS1049.UI-DNS.COM,NS1049.UI-DNS.DE
eatonjob.com,15-10-2003,15-10-2025,22.0,2003.0,,,,
eatperu.com,28-06-2015,28-06-2029,14.0,2015.0,,,,
eatsdelightful.com,04-10-2019,04-10-2025,6.0,2019.0,"TUCOWS, INC.",NS1.SITEGROUND.NET,NS2.SITEGROUND.NET,
eatshistory.com,05-08-2024,05-08-2026,2.0,2024.0,"GoDaddy.com, LLC",NS1.BLUEHOST.COM,NS2.BLUEHOST.COM,
eatsimplefood.com,15-02-2012,15-02-2034,22.0,2012.0,"GoDaddy.com, LLC",NS1.NEXCESS.NET,NS2.NEXCESS.NET,NS3.NEXCESS.NET
eatsleepcruise.com,10-07-2014,10-07-2033,19.0,2014.0,,,,
eatthis.com,16-07-1997,15-07-2026,29.0,1997.0,,,,
eatthismuch.com,23-03-2012,23-03-2032,20.0,2012.0,,,,
eattravellife.com,17-05-2018,17-05-2034,16.0,2018.0,,,,
eatwell.kooramedia.ma,04-11-2020,04-11-2026,6.0,2020.0,CAP CONNECT,rafe.ns.cloudflare.com,andy.ns.cloudflare.com,
eatwell.mobesam.com,21-09-2023,21-09-2026,3.0,2023.0,"NameCheap, Inc.",ANDY.NS.CLOUDFLARE.COM,RAFE.NS.CLOUDFLARE.COM,
eatwellwell.com,22-05-2025,22-05-2026,1.0,2025.0,,,,
eauctionsindia.com,02-10-2019,02-10-2028,9.0,2019.0,"GoDaddy.com, LLC",NS1.CONTABO.NET,NS2.CONTABO.NET,NS3.CONTABO.NET
ebantuan.my,22-08-2024,22-08-2025,1.0,2024.0,,,,
ebbcoinsurance.com,03-12-2013,03-12-2025,12.0,2013.0,,,,
ebestr.com,01-03-2021,01-03-2026,5.0,2021.0,"NameCheap, Inc.",JEN.NS.CLOUDFLARE.COM,MARK.NS.CLOUDFLARE.COM,
ebike-mtb.com,08-03-2013,08-03-2026,13.0,2013.0,united domains AG,NS.UDAG.DE,NS.UDAG.NET,NS.UDAG.ORG
ebill.esmodauruguay.com,20-09-2022,20-09-2025,3.0,2022.0,,,,
ebog.com,21-09-1999,21-09-2025,26.0,1999.0,,,,
ebooks.papacambridge.com,24-12-2014,24-12-2026,12.0,2014.0,"Name.com, Inc.",JADE.NS.CLOUDFLARE.COM,JAMES.NS.CLOUDFLARE.COM,
ebrainygames.com,26-06-1999,26-06-2025,26.0,1999.0,,,,
ec.rhythmofnature.net,12-04-2011,12-04-2031,20.0,2011.0,,,,
ec.sluurpy.com,14-08-2013,14-08-2025,12.0,2013.0,,,,
ecentral.my,26-04-2019,26-04-2026,7.0,2019.0,Serverfreak Technologies Sdn Bhd,jillian.ns.cloudflare.com,kanye.ns.cloudflare.com,
ecer.com,02-05-2002,02-05-2026,24.0,2002.0,,,,
echidnas.space,27-08-2025,27-08-2026,1.0,2025.0,"Go Daddy, LLC",JO.NS.CLOUDFLARE.COM,ROAN.NS.CLOUDFLARE.COM,
echo-news.co.uk,06-02-2006,06-02-2026,20.0,2006.0,,,,
echoerom.com,26-03-2025,26-03-2026,1.0,2025.0,,,,
echovita.com,23-10-2019,23-10-2026,7.0,2019.0,,,,
ecoagricultor.com,14-05-2012,14-05-2026,14.0,2012.0,,,,
ecoblog.it,08-11-2004,30-11-2025,21.0,2004.0,Algorithmedia S.r.l.,austin.ns.cloudflare.com rachel.ns.cloudflare.com,,
ecocostsavings.com,04-10-2020,04-10-2025,5.0,2020.0,,,,
ecoinventos.com,25-11-2011,25-11-2025,14.0,2011.0,NetEarth One Inc. d/b/a NetEarth,GLORIA.NS.CLOUDFLARE.COM,VICENTE.NS.CLOUDFLARE.COM,
ecoinvestment.xyz,12-12-2024,12-12-2025,1.0,2024.0,NAMECHEAP INC,NS1.DNS-PARKING.COM,NS2.DNS-PARKING.COM,
ecolubes.in,04-06-2024,04-06-2026,2.0,2024.0,,,,
ecomexpert.online,13-09-2025,13-09-2026,1.0,2025.0,"Go Daddy, LLC",NS1.DNS-PARKING.COM,NS2.DNS-PARKING.COM,
economia.ideasimples.com,21-05-2018,21-05-2026,8.0,2018.0,NAMECHEAP INC,NS8948.BANAHOSTING.COM,NS8949.BANAHOSTING.COM,
economiaideal.com,30-01-2019,30-01-2026,7.0,2019.0,,,,
economictimes.com,12-04-1996,13-04-2026,30.0,1996.0,,,,
economictimes.indiatimes.com,22-11-1996,21-11-2025,29.0,1996.0,,,,
economie-news.com,31-01-2015,31-01-2026,11.0,2015.0,TLD Registrar Solutions Ltd.,NS1.O2SWITCH.NET,NS2.O2SWITCH.NET,
economycloud.net,18-10-2024,18-10-2025,1.0,2024.0,,,,
ecoportal.net,14-02-2000,14-02-2027,27.0,2000.0,,,,
ecoredux.com,23-09-2008,23-09-2028,20.0,2008.0,,,,
ecoremedios.com,28-04-2024,28-04-2026,2.0,2024.0,,,,
ecorganicas.com,07-03-2021,07-03-2026,5.0,2021.0,,,,
ecoticias.com,29-10-2004,29-10-2025,21.0,2004.0,,,,
ecuavisa.com,20-09-1996,19-09-2025,29.0,1996.0,,,,
ed.acba.africa,25-03-2022,25-03-2026,4.0,2022.0,Afriregister Limited,ns2.cloudoon.net,ns3.cloudoon.org,ns1.cloudoon.com
edan.io,11-09-2020,11-09-2028,8.0,2020.0,,,,
edclub.com,03-07-2004,03-07-2033,29.0,2004.0,Gandi SAS,MELODY.NS.CLOUDFLARE.COM,STANLEY.NS.CLOUDFLARE.COM,
eddastravel.com,26-05-2011,26-05-2026,15.0,2011.0,,,,
eddy.collegenroll.com,02-08-2021,02-08-2025,4.0,2021.0,,,,
